PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,(FIT) Velocity,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
87,220,13,30,42,DIRECTED/ACTIVE,6.403E-2,7.166E-6,7.532,5.655,1.248,0.635,0.132,0.533,0.805,1.004,1.029,1.205,0.619,-0.079,0.029,0.986,0.986,0.573
92,233,25,24,48,DIRECTED/ACTIVE,2.999E-2,0.309,0.768,5.538,1.408,0.542,0.057,0.282,0.350,1.928,1.070,0.223,0.243,-0.064,0.024,0.732,0.898,0.596
99,252,12,71,82,DIRECTED/ACTIVE,1.436E-2,0.676,0.510,1.570,1.474,0.803,0.088,0.363,0.391,1.348,1.067,0.534,0.580,0.023,0.017,0.984,0.902,0.616
115,291,11,32,42,DIRECTED/ACTIVE,2.969E-2,1.786E-5,2.047,2.873,1.509,0.404,0.027,0.235,0.280,2.138,0.901,0.890,0.429,-0.025,0.023,-2.194,0.748,0.578
118,294,12,35,46,DIRECTED/ACTIVE,4.626E-2,1.246,5.227,3.093,1.333,0.911,0.099,0.540,0.752,3.391,1.320,3.821,0.492,-0.007,0.027,0.986,0.989,0.583
119,302,10,65,74,DIRECTED/ACTIVE,8.973E-3,1.159,3.480,1.292,1.206,0.844,0.263,0.622,0.756,1.123,1.412,0.355,0.576,0.222,0.035,1.000,0.955,0.633
131,312,17,44,60,DIRECTED/ACTIVE,1.05E-1,1.402,3.412,5.753,1.267,0.749,0.120,0.516,1.028,2.699,1.388,0.753,0.211,-0.078,0.068,0.965,0.988,0.555
131,314,20,80,99,DIRECTED/ACTIVE,1.124E-1,0.692,3.190,5.578,1.260,0.529,0.080,0.424,0.785,1.369,1.258,0.715,0.419,-0.002,0.032,0.762,0.948,0.630
131,316,11,118,128,DIRECTED/ACTIVE,4.239E-2,1.794E-5,3.313,5.127,1.493,0.652,0.141,0.420,0.683,1.491,0.873,-0.405,0.377,0.028,0.035,0.989,0.998,0.659
145,348,26,53,78,DIRECTED/ACTIVE,6.09E-2,0.221,2.515,4.394,1.402,0.742,0.053,0.299,0.463,1.952,1.009,0.427,0.352,0.028,0.030,0.881,0.946,0.571
147,353,11,59,69,DIRECTED/ACTIVE,1.464E-1,1.328E-6,3.945,6.596,1.297,0.525,0.187,0.536,1.468,1.254,0.934,0.192,0.497,-0.048,0.060,0.984,0.998,0.641
154,367,11,61,71,DIRECTED/ACTIVE,1.224E-2,0.527,0.527,5.556,1.345,0.923,0.136,0.554,0.408,5.665,1.437,2.056,0.584,-0.015,0.018,1.000,0.994,0.584
174,409,20,83,102,DIRECTED/ACTIVE,7.344E-2,0.692,0.834,1.136,1.401,0.487,0.014,0.177,0.324,2.102,0.870,2.093,0.623,-0.028,0.047,0.918,0.940,0.633
181,439,16,117,132,DIRECTED/ACTIVE,1.022E-1,0.599,5.668,1.650,1.269,0.629,0.108,0.393,0.807,1.537,1.209,0.108,0.596,-0.010,0.052,0.886,0.946,0.618
195,486,14,94,107,DIRECTED/ACTIVE,1.047E-2,0.238,6.937,0.720,1.244,0.169,0.174,0.479,0.409,1.464,1.015,-0.154,0.579,-0.083,3.080E-10,0.932,0.948,0.711
201,506,13,104,116,DIRECTED/ACTIVE,1.564E-2,0.669,0.520,1.154,1.352,0.863,0.117,0.440,0.432,1.332,1.126,-0.058,0.510,-0.033,0.022,0.999,0.869,0.587
209,527,11,107,117,DIRECTED/ACTIVE,1.469E-1,1.326,4.884,0.458,1.341,0.694,0.235,0.557,1.742,1.834,1.285,-0.066,0.395,-0.052,0.051,1.000,0.996,0.788
214,531,11,115,125,DIRECTED/ACTIVE,8.636E-2,1.053,0.924,3.196,1.427,0.893,0.102,0.435,0.884,1.163,1.305,2.016,0.502,-0.048,0.065,1.000,0.995,0.541
216,534,12,111,122,DIRECTED/ACTIVE,4.147E-2,1.961,3.073,7.630,1.383,0.949,0.126,0.491,0.977,0.990,1.410,1.008,0.543,0.001,0.066,0.999,0.951,0.594
219,540,16,131,146,DIRECTED/ACTIVE,4.74E-2,6.421E-6,7.797,6.702,1.494,-0.227,0.055,0.289,0.589,1.572,0.556,-0.171,0.529,0.075,0.068,0.061,0.587,0.591
226,548,11,121,131,DIRECTED/ACTIVE,8.704E-2,1.394,4.953,2.927,1.360,0.821,0.117,0.420,1.004,1.190,1.431,-0.075,0.387,0.098,0.057,1.000,0.994,0.604
231,566,11,144,154,DIRECTED/ACTIVE,5.213E-3,1.719E-5,0.658,1.029,1.386,0.455,0.172,0.527,0.280,1.293,0.795,-0.259,0.458,-0.036,0.007,0.631,0.964,0.560
240,575,12,130,141,DIRECTED/ACTIVE,6.155E-2,5.326E-6,1.357,5.203,1.381,0.969,0.077,0.453,0.586,2.061,0.089,1.072,0.487,0.097,0.032,0.719,-0.100,0.476
244,585,13,137,149,DIRECTED/ACTIVE,2.131E-2,0.372,5.726,7.689,1.416,0.710,0.142,0.419,0.487,1.750,1.102,-0.140,0.345,-0.037,0.026,0.998,0.991,0.647
249,597,44,139,182,DIRECTED/ACTIVE,8.387E-2,0.622,7.055,7.479,1.387,0.379,0.087,0.350,0.680,1.949,1.276,0.038,0.138,-0.088,0.035,0.964,0.989,0.648
254,600,11,142,152,DIRECTED/ACTIVE,7.367E-2,3.483E-6,3.371,6.622,1.440,0.583,0.075,0.350,0.683,1.163,1.174,0.091,0.402,2.220E-16,0.038,0.821,0.871,0.621
284,667,12,158,169,DIRECTED/ACTIVE,6.507E-2,2.121E-4,3.230,1.777,1.347,0.883,0.091,0.398,0.612,1.164,1.245,0.211,0.529,0.077,0.013,0.929,0.976,0.670
288,670,13,159,171,DIRECTED/ACTIVE,8.795E-2,1.061,3.612,6.828,1.225,0.644,0.160,0.570,1.129,2.436,1.228,1.179,0.594,-0.137,0.047,0.998,0.997,0.604
293,682,14,167,180,DIRECTED/ACTIVE,3.825E-2,0.466,1.709,3.666,1.208,0.777,0.086,0.543,0.515,1.682,0.934,2.563,0.622,-0.032,0.033,0.999,0.948,0.560
300,693,20,176,195,DIRECTED/ACTIVE,5.253E-2,0.455,3.914,2.830,1.381,0.561,0.106,0.413,0.657,1.513,1.033,0.330,0.292,-0.019,0.034,0.970,0.980,0.584
300,695,17,219,235,DIRECTED/ACTIVE,4.697E-2,0.618,3.941,2.795,1.370,0.530,0.150,0.446,0.791,1.724,1.164,-0.105,0.291,-0.072,0.042,0.985,0.981,0.636
305,706,16,198,213,DIRECTED/ACTIVE,8.12E-2,1.302E-5,5.225,2.045,1.363,0.048,0.149,0.486,1.122,1.470,0.838,0.243,0.516,-0.030,0.033,0.794,0.809,0.537
320,737,12,187,198,DIRECTED/ACTIVE,1.246E-1,2.480E-6,4.993,3.117,1.270,0.739,0.138,0.497,1.095,1.228,1.120,0.513,0.472,0.043,0.047,0.961,0.984,0.591
331,748,13,191,203,DIRECTED/ACTIVE,1.473E-2,5.150E-6,0.255,2.751,1.515,0.460,0.019,0.187,0.179,2.708,0.258,0.820,0.389,0.078,0.016,-1.383,0.604,0.603
345,778,11,231,241,DIRECTED/ACTIVE,6.596E-2,2.666E-6,0.735,6.076,1.390,0.254,0.166,0.472,1.011,1.404,0.920,-0.245,0.405,-0.021,0.032,-0.246,0.824,0.623
351,787,11,199,209,DIRECTED/ACTIVE,2.04E-2,1.138,7.935,4.647,1.294,0.909,0.107,0.444,0.561,1.397,1.362,0.090,0.510,-0.113,0.037,1.000,0.979,0.623
352,790,11,202,212,DIRECTED/ACTIVE,2.557E-1,0.860,5.829,6.622,1.262,0.483,0.275,0.579,2.340,1.450,1.130,-0.298,0.437,-0.096,0.073,1.000,0.996,0.606
373,825,12,216,227,DIRECTED/ACTIVE,4.274E-2,0.881,6.080,1.247,1.302,0.749,0.225,0.573,0.935,1.671,1.291,0.134,0.471,-0.104,0.050,0.999,0.996,0.601
392,856,12,261,272,DIRECTED/ACTIVE,1.643E-1,0.687,7.487,1.307,1.272,0.868,0.129,0.454,1.140,1.103,1.611,0.517,0.634,-0.027,0.055,0.892,0.930,0.662
403,871,12,261,272,DIRECTED/ACTIVE,4.222E-2,0.156,7.503,2.963,1.349,0.792,0.137,0.423,0.609,2.454,0.849,-0.067,0.360,-0.005,0.037,0.933,0.691,0.604
408,886,12,235,246,DIRECTED/ACTIVE,1.232E-1,1.523,5.413,7.163,1.377,0.936,0.108,0.410,1.036,1.231,1.333,0.202,0.550,0.121,0.050,0.968,0.952,0.596
414,892,11,242,252,DIRECTED/ACTIVE,1.881E-2,6.379E-5,0.720,3.193,1.541,0.700,0.154,0.445,0.476,3.041,0.802,-0.009,0.341,0.015,0.022,0.985,0.987,0.618
421,898,11,244,254,DIRECTED/ACTIVE,6.12E-2,1.360,2.684,0.840,1.360,0.834,0.141,0.454,0.966,1.510,1.018,-0.125,0.492,-0.051,0.046,1.000,0.887,0.601
432,919,13,263,275,DIRECTED/ACTIVE,4.628E-2,4.121E-6,1.465,0.298,1.294,0.560,0.244,0.569,0.914,2.332,1.144,-0.146,0.519,-0.073,0.021,0.961,0.960,0.586
436,923,11,256,266,DIRECTED/ACTIVE,2.04E-2,0.860,1.382,0.153,1.221,0.670,0.324,0.659,0.871,1.333,1.463,0.090,0.566,-0.093,0.027,1.000,1.000,0.692
444,934,14,265,278,DIRECTED/ACTIVE,4.827E-2,1.087,1.326,3.660,1.173,0.436,0.263,0.662,1.175,1.558,1.367,0.498,0.658,-0.126,0.014,0.990,0.981,0.700
454,952,14,277,290,DIRECTED/ACTIVE,8.493E-2,0.497,0.280,0.143,1.353,0.895,0.076,0.437,0.682,1.582,1.177,0.947,0.121,-0.031,0.030,0.991,0.996,0.553
464,968,14,284,297,DIRECTED/ACTIVE,8.386E-2,0.695,5.929,7.349,1.357,0.822,0.172,0.509,1.006,2.179,1.296,0.297,0.404,-0.073,0.052,0.971,0.991,0.611
