 ,Mean(cell_0),Mean(Background),Mean(Reference),Mean(area1_cell0),Mean(area2_cell0),Mean(entire_cell0)
37,99.881,99.818,99.818,106.910,106.435,103.888
38,99.956,99.756,99.756,107.273,106.978,103.830
39,99.876,99.701,99.701,107.105,106.413,103.744
40,99.970,99.725,99.725,106.753,106.481,103.763
41,99.925,99.797,99.797,106.827,106.603,103.754
42,100.061,99.746,99.746,106.773,106.297,103.729
43,99.789,99.796,99.796,106.813,106.627,103.666
44,99.828,99.791,99.791,107.316,106.342,103.622
45,99.919,99.781,99.781,107.292,106.451,103.602
46,99.840,99.802,99.802,107.049,106.600,103.579
47,99.786,99.768,99.768,106.776,105.720,103.492
48,99.913,99.756,99.756,106.897,106.105,103.490
49,99.860,99.579,99.579,106.752,106.228,103.493
50,99.866,99.742,99.742,106.663,106.177,103.416
51,99.877,99.588,99.588,106.236,106.157,103.385
52,99.799,99.763,99.763,106.287,105.858,103.378
53,99.779,99.661,99.661,106.187,106.252,103.320
54,99.850,99.735,99.735,106.481,106.032,103.373
55,99.864,99.695,99.695,106.101,106.066,103.355
56,99.826,99.736,99.736,106.082,105.819,103.270
57,99.790,99.738,99.738,106.219,105.702,103.240
58,99.850,99.652,99.652,105.886,105.852,103.126
59,99.868,99.732,99.732,105.771,105.934,103.094
60,99.865,99.714,99.714,105.776,106.010,103.084
61,99.916,99.710,99.710,105.563,105.879,103.028
62,99.847,99.762,99.762,105.689,106.036,103.014
63,99.781,99.727,99.727,105.564,105.434,102.958
64,99.843,99.683,99.683,105.395,105.600,102.949
65,99.773,99.678,99.678,105.068,105.065,102.844
66,99.751,99.592,99.592,104.995,105.329,102.799
67,99.831,99.810,99.810,104.899,105.223,102.835
68,99.789,99.649,99.649,105.118,105.351,102.851
69,99.718,99.742,99.742,104.737,105.014,102.764
70,99.889,99.798,99.798,104.385,104.980,102.762
71,99.757,99.675,99.675,103.889,105.062,102.700
72,99.860,99.696,99.696,103.878,105.474,102.736
73,99.739,99.796,99.796,103.801,105.189,102.663
74,99.840,99.741,99.741,103.828,105.466,102.634
75,99.831,99.651,99.651,104.066,105.190,102.588
76,99.790,99.718,99.718,104.137,105.185,102.585
77,99.784,99.844,99.844,104.248,105.273,102.600
78,99.815,99.710,99.710,104.007,105.172,102.555
79,99.768,99.710,99.710,104.315,104.983,102.556
80,99.804,99.776,99.776,104.070,104.935,102.471
81,99.788,99.678,99.678,103.857,104.882,102.447
82,99.694,99.679,99.679,103.836,104.357,102.362
83,99.706,99.612,99.612,103.917,104.065,102.269
84,99.893,99.870,99.870,103.753,104.140,102.301
85,99.799,99.827,99.827,103.447,103.763,102.226
86,99.743,99.693,99.693,103.300,103.590,102.205
87,99.822,99.767,99.767,103.128,103.521,102.153
88,99.849,99.685,99.685,103.278,103.404,102.132
89,99.725,99.741,99.741,103.439,103.171,102.104
90,99.711,99.621,99.621,103.090,103.177,102.058
91,99.746,99.717,99.717,103.117,103.354,102.058
92,99.768,99.738,99.738,103.014,103.035,102.027
93,99.708,99.684,99.684,103.118,103.147,102.001
94,99.729,99.665,99.665,102.872,102.997,101.998
95,99.716,99.750,99.750,103.181,103.130,101.972
96,99.851,99.625,99.625,102.820,102.957,101.970
97,99.765,99.702,99.702,102.970,103.170,101.980
98,99.740,99.682,99.682,102.789,102.942,101.902
99,99.712,99.658,99.658,102.968,102.864,101.890
100,99.844,99.631,99.631,102.869,103.011,101.868
101,99.657,99.680,99.680,102.955,102.883,101.844
102,99.751,99.658,99.658,103.093,102.554,101.842
103,99.723,99.630,99.630,102.779,102.600,101.752
104,99.728,99.693,99.693,102.826,102.405,101.759
105,99.877,99.620,99.620,102.715,102.460,101.747
106,99.771,99.603,99.603,102.333,102.429,101.646
107,99.758,99.531,99.531,102.445,102.426,101.705
108,99.775,99.703,99.703,102.319,102.433,101.616
109,99.752,99.601,99.601,102.213,102.322,101.658
110,99.854,99.731,99.731,102.278,102.304,101.682
111,99.764,99.666,99.666,102.259,102.310,101.639
112,99.779,99.713,99.713,102.438,102.185,101.676
113,99.780,99.669,99.669,102.486,102.149,101.634
114,99.805,99.716,99.716,102.547,102.021,101.639
115,99.614,99.676,99.676,102.550,102.193,101.667
116,99.726,99.625,99.625,102.498,102.144,101.659
117,99.805,99.666,99.666,102.570,102.271,101.682
118,99.863,99.675,99.675,102.641,102.158,101.604
119,99.837,99.643,99.643,102.940,102.089,101.673
120,99.770,99.736,99.736,103.043,102.190,101.726
121,99.729,99.636,99.636,102.979,102.291,101.686
122,99.804,99.668,99.668,103.266,102.162,101.725
123,99.723,99.736,99.736,103.084,102.322,101.691
124,99.706,99.698,99.698,103.097,102.142,101.666
125,99.709,99.651,99.651,103.175,102.263,101.708
126,99.760,99.566,99.566,103.300,102.300,101.717
127,99.851,99.595,99.595,103.291,102.318,101.711
128,99.930,99.773,99.773,103.451,102.350,101.729
129,99.868,99.644,99.644,103.388,102.340,101.741
130,99.876,99.740,99.740,103.349,102.436,101.771
131,99.818,99.611,99.611,103.364,102.194,101.738
132,99.919,99.599,99.599,103.673,102.467,101.811
133,99.799,99.681,99.681,103.433,102.441,101.752
134,99.786,99.683,99.683,103.446,102.314,101.785
135,99.856,99.650,99.650,103.186,102.227,101.697
136,99.929,99.765,99.765,103.476,102.302,101.726
137,99.767,99.691,99.691,103.436,102.292,101.756
138,99.886,99.738,99.738,103.424,102.324,101.729
139,99.784,99.688,99.688,103.261,102.147,101.752
140,99.908,99.761,99.761,103.236,102.253,101.714
141,99.919,99.664,99.664,103.393,102.209,101.712
142,99.783,99.784,99.784,103.316,102.117,101.657
143,99.873,99.690,99.690,103.344,102.113,101.658
144,99.754,99.601,99.601,103.434,102.045,101.637
145,99.813,99.706,99.706,103.582,102.175,101.674
146,99.797,99.626,99.626,103.309,102.112,101.658
147,99.829,99.724,99.724,103.155,101.927,101.612
148,99.804,99.678,99.678,103.067,102.135,101.589
149,99.832,99.571,99.571,103.123,102.007,101.584
150,99.880,99.693,99.693,103.020,101.815,101.518
151,99.848,99.645,99.645,102.923,101.894,101.537
152,99.870,99.557,99.557,102.842,101.969,101.529
153,99.865,99.675,99.675,102.984,101.910,101.547
154,99.837,99.643,99.643,102.958,101.816,101.469
155,99.819,99.734,99.734,102.804,101.869,101.494
156,99.711,99.546,99.546,102.805,101.651,101.400
157,99.830,99.734,99.734,102.856,101.795,101.481
158,99.757,99.733,99.733,102.754,101.767,101.460
159,99.851,99.694,99.694,102.740,101.851,101.431
160,99.816,99.617,99.617,102.616,101.805,101.407
161,99.810,99.666,99.666,102.780,101.676,101.409
162,99.919,99.658,99.658,102.724,101.612,101.365
163,99.782,99.603,99.603,102.706,101.677,101.349
164,99.787,99.733,99.733,102.639,101.678,101.381
165,99.752,99.680,99.680,102.702,101.622,101.358
166,99.967,99.770,99.770,102.745,101.678,101.410
167,99.641,99.671,99.671,102.359,101.698,101.275
168,99.848,99.681,99.681,102.399,101.617,101.337
169,99.861,99.716,99.716,102.513,101.688,101.322
170,99.827,99.682,99.682,102.398,101.709,101.311
171,99.766,99.646,99.646,102.205,101.494,101.262
172,99.885,99.687,99.687,102.372,101.493,101.344
173,99.805,99.677,99.677,102.347,101.460,101.265
174,99.934,99.715,99.715,102.358,101.409,101.303
175,99.885,99.790,99.790,102.420,101.489,101.287
176,99.805,99.790,99.790,102.258,101.486,101.296
177,99.698,99.623,99.623,102.404,101.392,101.214
178,99.761,99.666,99.666,102.109,101.351,101.202
179,99.806,99.672,99.672,102.282,101.324,101.179
180,99.839,99.743,99.743,102.270,101.269,101.179
181,99.872,99.727,99.727,102.292,101.374,101.248
182,99.879,99.703,99.703,102.234,101.160,101.227
183,99.890,99.692,99.692,102.324,101.284,101.207
184,99.848,99.696,99.696,102.152,101.246,101.189
185,99.745,99.643,99.643,102.196,101.201,101.172
186,99.847,99.706,99.706,102.077,101.294,101.159
187,99.847,99.655,99.655,102.150,101.177,101.143
188,99.838,99.748,99.748,102.112,101.216,101.191
189,99.798,99.643,99.643,102.231,101.146,101.169
190,99.813,99.631,99.631,102.143,101.175,101.137
191,99.846,99.734,99.734,101.984,101.164,101.170
192,99.838,99.624,99.624,102.008,101.269,101.121
193,99.900,99.775,99.775,102.090,101.081,101.111
194,99.833,99.682,99.682,101.903,101.139,101.133
195,99.769,99.683,99.683,102.045,101.172,101.088
196,99.830,99.722,99.722,102.072,101.044,101.055
197,99.812,99.732,99.732,101.952,101.145,101.052
198,99.867,99.701,99.701,101.932,101.199,101.053
199,99.846,99.734,99.734,101.922,101.125,101.044
200,99.848,99.748,99.748,101.889,101.121,101.041
201,99.877,99.748,99.748,101.961,101.068,101.081
202,99.859,99.660,99.660,101.972,101.093,101.058
203,99.908,99.713,99.713,101.885,101.104,101.071
204,99.867,99.739,99.739,101.967,101.180,101.061
205,99.853,99.584,99.584,101.579,100.977,100.991
206,99.807,99.684,99.684,101.724,101.075,100.970
207,99.803,99.667,99.667,101.637,101.051,101.022
208,99.825,99.697,99.697,101.750,101.071,101.004
209,99.862,99.678,99.678,101.722,101.052,100.977
210,99.789,99.687,99.687,101.663,101.112,101.010
211,99.803,99.641,99.641,101.775,101.045,100.988
212,99.892,99.747,99.747,101.808,101.133,101.008
213,99.917,99.707,99.707,101.646,101.042,101.017
214,99.745,99.648,99.648,101.680,101.038,100.976
215,99.776,99.684,99.684,101.653,100.924,100.964
216,99.913,99.749,99.749,101.671,100.991,100.952
217,99.876,99.745,99.745,101.695,100.902,100.942
218,99.862,99.719,99.719,101.696,100.956,100.966
219,99.887,99.634,99.634,101.718,100.975,100.949
220,99.898,99.671,99.671,101.540,101.034,100.920
221,99.875,99.629,99.629,101.567,100.900,100.916
222,99.921,99.760,99.760,101.543,100.877,100.881
223,99.947,99.662,99.662,101.474,100.781,100.904
224,99.963,99.705,99.705,101.464,100.967,100.894
225,99.815,99.855,99.855,101.418,100.830,100.881
226,99.933,99.796,99.796,101.432,100.955,100.857
227,99.735,99.584,99.584,101.359,100.962,100.803
228,99.815,99.685,99.685,101.436,100.847,100.858
229,99.825,99.691,99.691,101.449,100.856,100.836
230,99.909,99.707,99.707,101.396,100.828,100.803
231,99.917,99.676,99.676,101.364,100.874,100.811
232,99.825,99.680,99.680,101.383,100.846,100.759
233,99.819,99.574,99.574,101.265,100.857,100.766
234,99.934,99.665,99.665,101.322,100.893,100.828
235,99.906,99.797,99.797,101.259,100.898,100.809
236,99.877,99.653,99.653,101.452,100.889,100.764
237,99.859,99.592,99.592,101.523,100.830,100.756
238,99.883,99.732,99.732,101.349,100.870,100.764
239,99.839,99.673,99.673,101.237,100.733,100.714
240,99.957,99.727,99.727,101.278,100.775,100.748
241,99.896,99.678,99.678,101.234,100.772,100.740
242,99.822,99.672,99.672,101.184,100.669,100.655
243,99.850,99.667,99.667,101.111,100.863,100.683
244,99.853,99.701,99.701,101.045,100.684,100.649
245,99.833,99.619,99.619,101.126,100.757,100.641
246,99.950,99.694,99.694,101.102,100.700,100.665
247,99.798,99.671,99.671,101.118,100.633,100.653
248,99.859,99.661,99.661,101.038,100.661,100.634
249,99.844,99.648,99.648,101.027,100.559,100.612
250,99.899,99.688,99.688,101.086,100.651,100.659
251,99.924,99.689,99.689,100.980,100.692,100.630
252,99.895,99.761,99.761,101.114,100.650,100.608
253,99.928,99.652,99.652,101.035,100.581,100.598
254,99.873,99.663,99.663,101.004,100.588,100.567
255,99.875,99.664,99.664,100.872,100.614,100.572
256,99.820,99.613,99.613,100.911,100.510,100.528
257,99.930,99.723,99.723,100.930,100.553,100.513
258,99.851,99.626,99.626,100.932,100.481,100.538
259,99.887,99.720,99.720,101.005,100.484,100.593
260,99.904,99.711,99.711,100.801,100.434,100.511
261,99.781,99.591,99.591,100.926,100.551,100.526
262,99.928,99.670,99.670,100.844,100.483,100.480
263,99.808,99.686,99.686,100.878,100.412,100.450
264,99.907,99.682,99.682,100.780,100.571,100.471
265,99.771,99.596,99.596,100.813,100.460,100.452
266,99.808,99.646,99.646,100.833,100.424,100.437
267,99.887,99.645,99.645,100.898,100.464,100.471
268,99.832,99.688,99.688,100.744,100.423,100.455
269,99.820,99.811,99.811,100.901,100.398,100.463
270,99.832,99.708,99.708,100.845,100.507,100.429
271,99.862,99.690,99.690,100.716,100.321,100.393
272,99.883,99.692,99.692,100.643,100.500,100.416
273,99.998,99.755,99.755,100.773,100.396,100.462
274,99.912,99.593,99.593,100.749,100.371,100.399
275,99.919,99.646,99.646,100.736,100.468,100.392
276,99.873,99.798,99.798,100.794,100.395,100.427
277,99.810,99.690,99.690,100.719,100.293,100.366
278,99.897,99.781,99.781,100.788,100.517,100.402
279,99.905,99.707,99.707,100.661,100.310,100.337
280,99.888,99.585,99.585,100.654,100.400,100.327
281,99.825,99.771,99.771,100.717,100.414,100.318
282,99.826,99.601,99.601,100.659,100.331,100.316
283,99.892,99.704,99.704,100.728,100.348,100.354
284,99.863,99.579,99.579,100.747,100.387,100.336
285,99.840,99.681,99.681,100.602,100.244,100.283
286,99.803,99.711,99.711,100.642,100.320,100.285
287,99.820,99.618,99.618,100.588,100.220,100.251
288,99.819,99.718,99.718,100.608,100.294,100.272
289,99.811,99.687,99.687,100.544,100.292,100.231
290,99.784,99.587,99.587,100.612,100.160,100.273
291,99.786,99.638,99.638,100.520,100.299,100.253
292,99.786,99.581,99.581,100.573,100.256,100.224
293,99.822,99.585,99.585,100.571,100.200,100.203
294,99.788,99.650,99.650,100.538,100.192,100.195
295,99.853,99.780,99.780,100.659,100.344,100.302
296,99.744,99.635,99.635,100.573,100.273,100.249
297,99.695,99.638,99.638,100.580,100.212,100.189
298,99.777,99.695,99.695,100.626,100.248,100.186
299,99.725,99.776,99.776,100.606,100.400,100.250
300,99.834,99.671,99.671,100.396,100.262,100.219
