 ,Mean(cell_0),Mean(Background),Mean(Reference),Mean(area1_cell0),Mean(area2_cell0),Mean(entire_cell0)
87,99.723,99.605,99.605,104.075,102.335,102.555
88,99.801,99.747,99.747,103.860,102.469,102.588
89,99.799,99.650,99.650,103.713,102.262,102.502
90,99.771,99.611,99.611,103.525,102.248,102.493
91,99.809,99.791,99.791,104.014,102.492,102.565
92,99.757,99.764,99.764,103.638,102.319,102.471
93,99.758,99.580,99.580,103.884,102.350,102.473
94,99.761,99.647,99.647,103.839,102.233,102.481
95,99.771,99.758,99.758,103.548,102.150,102.445
96,99.787,99.673,99.673,103.383,102.323,102.387
97,99.758,99.582,99.582,103.322,102.225,102.335
98,99.796,99.619,99.619,103.471,102.091,102.327
99,99.754,99.676,99.676,103.305,102.004,102.314
100,99.748,99.656,99.656,103.618,102.016,102.325
101,99.664,99.601,99.601,103.505,102.155,102.281
102,99.705,99.680,99.680,103.436,102.173,102.300
103,99.750,99.699,99.699,103.150,102.099,102.277
104,99.716,99.648,99.648,103.342,102.237,102.246
105,99.742,99.762,99.762,103.443,102.094,102.312
106,99.882,99.665,99.665,103.480,101.934,102.235
107,99.804,99.725,99.725,103.555,102.156,102.286
108,99.793,99.762,99.762,103.377,102.000,102.245
109,99.772,99.664,99.664,103.394,102.112,102.232
110,99.790,99.615,99.615,103.143,102.137,102.233
111,99.698,99.611,99.611,103.263,102.219,102.208
112,99.642,99.691,99.691,103.435,102.085,102.224
113,99.863,99.659,99.659,103.086,102.005,102.205
114,99.663,99.552,99.552,103.081,102.265,102.157
115,99.812,99.681,99.681,103.252,102.287,102.182
116,99.702,99.797,99.797,103.217,102.332,102.128
117,99.783,99.658,99.658,103.209,102.179,102.122
118,99.822,99.563,99.563,102.995,102.291,102.131
119,99.635,99.622,99.622,103.102,102.367,102.147
120,99.862,99.786,99.786,103.304,102.284,102.163
121,99.861,99.702,99.702,103.200,102.230,102.135
122,99.784,99.748,99.748,103.263,102.059,102.099
123,99.764,99.756,99.756,103.438,102.144,102.137
124,99.757,99.702,99.702,103.424,102.187,102.040
125,99.722,99.741,99.741,103.364,102.379,102.057
126,99.667,99.692,99.692,103.120,102.379,102.019
127,99.759,99.661,99.661,103.260,102.303,102.072
128,99.756,99.647,99.647,103.245,102.152,102.027
129,99.773,99.706,99.706,102.993,102.172,102.047
130,99.790,99.721,99.721,103.093,102.359,101.997
131,99.837,99.684,99.684,103.172,102.155,102.053
132,99.723,99.678,99.678,103.253,102.316,102.005
133,99.751,99.749,99.749,103.037,102.094,101.959
134,99.790,99.774,99.774,103.035,102.425,101.958
135,99.862,99.791,99.791,103.349,102.489,102.007
136,99.871,99.701,99.701,103.306,102.268,101.952
137,99.816,99.723,99.723,103.172,102.208,101.968
138,99.766,99.688,99.688,103.083,102.173,101.954
139,99.889,99.687,99.687,102.932,102.340,101.952
140,99.808,99.764,99.764,102.872,102.192,101.932
141,99.755,99.762,99.762,103.152,102.436,101.967
142,99.776,99.765,99.765,103.066,102.225,101.919
143,99.843,99.808,99.808,102.869,102.313,101.885
144,99.798,99.755,99.755,102.767,102.477,101.874
145,99.848,99.714,99.714,102.820,102.268,101.868
146,99.752,99.735,99.735,102.767,102.307,101.830
147,99.880,99.751,99.751,102.716,102.314,101.825
148,99.921,99.677,99.677,102.638,102.247,101.805
149,99.745,99.751,99.751,102.715,102.499,101.785
150,99.941,99.680,99.680,102.668,102.582,101.772
151,99.877,99.781,99.781,102.671,102.415,101.808
152,99.877,99.800,99.800,102.680,102.584,101.743
153,99.871,99.737,99.737,102.765,102.565,101.777
154,99.773,99.762,99.762,102.479,102.406,101.672
155,99.871,99.577,99.577,102.733,102.440,101.695
156,99.757,99.589,99.589,102.436,102.414,101.622
157,99.817,99.601,99.601,102.449,102.467,101.635
158,99.871,99.671,99.671,102.798,102.261,101.659
159,99.830,99.674,99.674,102.339,102.299,101.610
160,99.744,99.718,99.718,102.519,102.185,101.558
161,99.716,99.595,99.595,102.434,102.394,101.517
162,99.762,99.720,99.720,102.411,102.564,101.528
163,99.780,99.708,99.708,102.284,102.413,101.539
164,99.818,99.676,99.676,102.419,102.417,101.482
165,99.937,99.648,99.648,102.296,102.451,101.511
166,99.813,99.714,99.714,102.204,102.303,101.520
167,99.843,99.712,99.712,102.505,102.270,101.488
168,99.717,99.644,99.644,102.227,102.131,101.428
169,99.668,99.761,99.761,102.221,102.219,101.406
170,99.863,99.756,99.756,102.377,102.279,101.489
171,99.856,99.779,99.779,102.113,102.157,101.421
172,99.798,99.711,99.711,101.940,102.191,101.382
173,99.687,99.797,99.797,102.185,102.277,101.405
174,99.783,99.650,99.650,102.020,101.993,101.348
175,99.844,99.757,99.757,102.122,102.060,101.344
176,99.677,99.654,99.654,102.020,101.988,101.285
177,99.735,99.597,99.597,102.027,101.943,101.277
178,99.748,99.682,99.682,101.821,102.045,101.265
179,99.689,99.776,99.776,101.780,102.161,101.285
180,99.819,99.818,99.818,101.857,101.947,101.251
181,99.778,99.774,99.774,101.673,101.891,101.245
182,99.770,99.683,99.683,101.723,101.891,101.261
183,99.761,99.828,99.828,101.842,101.913,101.243
184,99.800,99.775,99.775,101.906,101.914,101.281
185,99.901,99.788,99.788,101.842,101.995,101.244
186,99.823,99.695,99.695,101.633,101.910,101.172
187,99.768,99.774,99.774,101.632,101.935,101.161
188,99.821,99.776,99.776,101.460,101.731,101.201
189,99.751,99.690,99.690,101.493,101.922,101.158
190,99.724,99.651,99.651,101.523,101.814,101.107
191,99.791,99.738,99.738,101.530,101.845,101.176
192,99.846,99.678,99.678,101.427,101.731,101.167
193,99.754,99.722,99.722,101.446,101.851,101.119
194,99.795,99.768,99.768,101.439,101.698,101.110
195,99.861,99.749,99.749,101.477,101.653,101.133
196,99.830,99.726,99.726,101.574,101.674,101.104
197,99.829,99.762,99.762,101.451,101.650,101.129
198,99.804,99.783,99.783,101.324,101.687,101.036
199,99.762,99.678,99.678,101.410,101.580,101.045
200,99.750,99.721,99.721,101.307,101.592,100.982
201,99.827,99.861,99.861,101.365,101.771,101.081
202,99.729,99.730,99.730,101.348,101.489,101.005
203,99.766,99.731,99.731,101.476,101.692,101.003
204,99.705,99.723,99.723,101.219,101.522,100.952
205,99.793,99.683,99.683,101.112,101.319,100.923
206,99.773,99.725,99.725,101.319,101.626,100.931
207,99.729,99.674,99.674,101.100,101.285,100.889
208,99.895,99.810,99.810,101.130,101.382,100.935
209,99.781,99.750,99.750,101.234,101.493,100.912
210,99.713,99.727,99.727,101.214,101.470,100.895
211,99.800,99.703,99.703,101.131,101.444,100.875
212,99.772,99.721,99.721,101.054,101.494,100.828
213,99.728,99.783,99.783,101.141,101.382,100.854
214,99.745,99.706,99.706,101.162,101.332,100.805
215,99.870,99.793,99.793,101.081,101.346,100.897
216,99.846,99.656,99.656,101.139,101.310,100.837
217,99.796,99.841,99.841,101.160,101.317,100.836
218,99.880,99.752,99.752,101.096,101.239,100.807
219,99.761,99.784,99.784,100.845,101.010,100.759
220,99.794,99.667,99.667,101.005,101.087,100.810
221,99.826,99.698,99.698,101.175,101.055,100.782
222,99.761,99.657,99.657,100.893,101.050,100.727
223,99.715,99.778,99.778,101.108,100.969,100.727
224,99.756,99.725,99.725,101.059,101.023,100.693
225,99.809,99.674,99.674,100.941,100.995,100.706
226,99.806,99.718,99.718,100.879,100.977,100.674
227,99.819,99.823,99.823,100.754,101.018,100.667
228,99.810,99.729,99.729,100.848,100.995,100.649
229,99.733,99.796,99.796,100.791,101.035,100.632
230,99.761,99.808,99.808,100.871,100.991,100.636
231,99.898,99.775,99.775,100.728,100.990,100.620
232,99.787,99.873,99.873,100.829,100.986,100.642
233,99.826,99.692,99.692,100.744,100.856,100.581
234,99.818,99.789,99.789,100.742,100.849,100.578
235,99.716,99.715,99.715,100.671,100.858,100.567
236,99.766,99.818,99.818,100.678,100.894,100.557
237,99.794,99.727,99.727,100.731,100.807,100.569
238,99.780,99.669,99.669,100.762,100.763,100.499
239,99.804,99.691,99.691,100.677,100.764,100.470
240,99.812,99.646,99.646,100.554,100.710,100.456
241,99.782,99.668,99.668,100.660,100.671,100.456
242,99.767,99.671,99.671,100.709,100.789,100.435
243,99.765,99.696,99.696,100.473,100.619,100.413
244,99.745,99.681,99.681,100.630,100.587,100.430
245,99.800,99.671,99.671,100.658,100.634,100.441
246,99.759,99.658,99.658,100.738,100.691,100.435
247,99.854,99.752,99.752,100.618,100.652,100.410
248,99.810,99.657,99.657,100.607,100.632,100.401
249,99.731,99.625,99.625,100.545,100.532,100.335
250,99.813,99.774,99.774,100.549,100.549,100.373
251,99.798,99.688,99.688,100.491,100.562,100.353
252,99.768,99.744,99.744,100.514,100.555,100.345
253,99.765,99.724,99.724,100.586,100.470,100.344
254,99.781,99.687,99.687,100.522,100.543,100.310
255,99.758,99.716,99.716,100.539,100.576,100.312
256,99.718,99.702,99.702,100.434,100.436,100.313
257,99.730,99.700,99.700,100.407,100.485,100.310
258,99.751,99.688,99.688,100.388,100.527,100.289
259,99.799,99.633,99.633,100.350,100.453,100.242
260,99.843,99.736,99.736,100.405,100.364,100.289
261,99.802,99.753,99.753,100.559,100.438,100.274
262,99.779,99.729,99.729,100.419,100.481,100.261
263,99.723,99.731,99.731,100.333,100.327,100.209
264,99.746,99.809,99.809,100.436,100.475,100.233
265,99.709,99.738,99.738,100.385,100.352,100.205
266,99.696,99.769,99.769,100.313,100.430,100.188
267,99.712,99.697,99.697,100.264,100.411,100.161
268,99.727,99.681,99.681,100.242,100.263,100.148
269,99.719,99.678,99.678,100.213,100.400,100.179
270,99.811,99.754,99.754,100.266,100.329,100.176
271,99.668,99.723,99.723,100.213,100.303,100.143
272,99.808,99.744,99.744,100.234,100.405,100.161
273,99.672,99.631,99.631,100.287,100.222,100.137
274,99.608,99.685,99.685,100.281,100.359,100.139
275,99.685,99.711,99.711,100.260,100.291,100.119
276,99.663,99.721,99.721,100.123,100.245,100.090
277,99.713,99.781,99.781,100.288,100.415,100.139
278,99.585,99.738,99.738,100.165,100.233,100.096
279,99.709,99.766,99.766,100.170,100.351,100.103
280,99.665,99.785,99.785,100.209,100.382,100.056
281,99.641,99.706,99.706,100.218,100.284,100.091
282,99.713,99.705,99.705,100.292,100.440,100.106
283,99.702,99.628,99.628,100.126,100.246,100.046
284,99.728,99.739,99.739,100.134,100.268,100.072
285,99.668,99.693,99.693,100.152,100.212,100.009
286,99.629,99.701,99.701,100.176,100.214,100.064
287,99.812,99.721,99.721,100.140,100.192,100.079
288,99.668,99.569,99.569,100.074,100.237,100.021
289,99.710,99.575,99.575,100.170,100.233,100.044
290,99.623,99.679,99.679,100.053,100.215,100.025
291,99.696,99.711,99.711,100.029,100.283,100.009
292,99.589,99.632,99.632,100.107,100.214,99.984
293,99.651,99.663,99.663,100.069,100.144,99.986
294,99.712,99.688,99.688,100.049,100.219,100.004
295,99.629,99.675,99.675,100.116,100.143,99.967
296,99.607,99.691,99.691,100.092,100.279,100.013
297,99.678,99.731,99.731,100.035,100.147,99.971
298,99.679,99.771,99.771,100.047,100.292,99.976
299,99.678,99.656,99.656,100.127,100.195,99.998
300,99.663,99.680,99.680,100.003,100.222,99.962
