 ,Mean(cell_0),Mean(Background),Mean(Reference),Mean(area1_cell0),Mean(area2_cell0),Mean(entire_cell0)
198,99.758,99.661,99.661,102.061,101.297,101.056
199,99.801,99.693,99.693,102.088,101.172,101.064
200,99.845,99.580,99.580,102.165,101.193,101.040
201,99.801,99.609,99.609,102.186,101.073,101.049
202,99.843,99.654,99.654,102.328,101.080,101.035
203,99.706,99.628,99.628,102.197,100.901,100.965
204,99.804,99.696,99.696,102.193,101.059,100.974
205,99.718,99.662,99.662,102.186,101.032,100.953
206,99.785,99.626,99.626,101.985,100.913,100.947
207,99.855,99.726,99.726,102.037,101.207,100.975
208,99.868,99.629,99.629,102.025,100.935,100.921
209,99.774,99.692,99.692,101.942,101.094,100.953
210,99.882,99.781,99.781,102.098,101.117,101.015
211,99.808,99.668,99.668,102.060,101.092,100.992
212,99.840,99.791,99.791,101.945,101.022,100.962
213,99.880,99.609,99.609,101.971,101.008,100.893
214,99.818,99.634,99.634,101.840,100.958,100.924
215,99.838,99.700,99.700,101.761,101.003,100.910
216,99.797,99.778,99.778,102.000,100.906,100.885
217,99.973,99.670,99.670,102.045,100.874,100.922
218,99.817,99.706,99.706,101.941,100.919,100.855
219,99.867,99.622,99.622,102.002,100.825,100.841
220,99.859,99.671,99.671,101.946,101.137,100.885
221,99.838,99.641,99.641,101.810,100.908,100.781
222,99.892,99.697,99.697,101.805,101.023,100.855
223,99.809,99.674,99.674,101.737,100.993,100.822
224,99.845,99.632,99.632,101.610,100.813,100.753
225,99.809,99.566,99.566,101.578,100.830,100.750
226,99.931,99.634,99.634,101.788,100.828,100.792
227,99.904,99.667,99.667,101.864,100.751,100.801
228,99.860,99.786,99.786,101.835,100.909,100.805
229,99.915,99.714,99.714,101.638,100.947,100.794
230,99.815,99.764,99.764,101.529,100.907,100.776
231,99.886,99.707,99.707,101.646,100.803,100.782
232,99.926,99.711,99.711,101.608,100.752,100.759
233,99.849,99.734,99.734,101.452,100.796,100.749
234,99.800,99.661,99.661,101.625,100.855,100.730
235,99.790,99.710,99.710,101.543,100.827,100.731
236,99.950,99.638,99.638,101.280,100.636,100.678
237,99.901,99.801,99.801,101.434,100.825,100.727
238,99.781,99.609,99.609,101.464,100.804,100.703
239,99.794,99.622,99.622,101.414,100.774,100.648
240,99.923,99.789,99.789,101.311,100.830,100.736
241,99.849,99.603,99.603,101.324,100.768,100.643
242,99.697,99.646,99.646,101.324,100.714,100.606
243,99.852,99.573,99.573,101.445,100.968,100.641
244,99.799,99.681,99.681,101.369,100.721,100.644
245,99.794,99.708,99.708,101.332,100.768,100.627
246,99.805,99.605,99.605,101.348,100.705,100.631
247,99.798,99.604,99.604,101.164,100.764,100.634
248,99.776,99.668,99.668,101.233,100.762,100.611
249,99.870,99.626,99.626,101.265,100.698,100.651
250,99.824,99.645,99.645,101.195,100.610,100.545
251,99.826,99.628,99.628,101.245,100.744,100.586
252,99.746,99.581,99.581,101.333,100.705,100.571
253,99.811,99.672,99.672,101.238,100.659,100.558
254,99.836,99.621,99.621,101.208,100.705,100.537
255,99.755,99.569,99.569,101.256,100.655,100.526
256,99.818,99.756,99.756,101.239,100.507,100.560
257,99.787,99.633,99.633,101.080,100.620,100.544
258,99.855,99.716,99.716,101.080,100.621,100.509
259,99.779,99.681,99.681,101.042,100.604,100.500
260,99.834,99.713,99.713,101.000,100.545,100.528
261,99.900,99.713,99.713,101.227,100.685,100.564
262,99.761,99.699,99.699,101.048,100.475,100.458
263,99.738,99.588,99.588,101.017,100.521,100.464
264,99.706,99.637,99.637,101.126,100.479,100.460
265,99.802,99.661,99.661,101.076,100.436,100.436
266,99.652,99.619,99.619,100.984,100.457,100.451
267,99.785,99.651,99.651,100.966,100.408,100.470
268,99.776,99.644,99.644,100.989,100.535,100.472
269,99.793,99.670,99.670,100.995,100.519,100.452
270,99.744,99.586,99.586,100.976,100.607,100.408
271,99.757,99.634,99.634,101.016,100.401,100.422
272,99.783,99.552,99.552,100.846,100.451,100.372
273,99.659,99.605,99.605,100.997,100.371,100.372
274,99.676,99.596,99.596,100.643,100.384,100.291
275,99.698,99.632,99.632,100.820,100.404,100.363
276,99.616,99.586,99.586,100.859,100.311,100.309
277,99.721,99.711,99.711,100.910,100.427,100.334
278,99.668,99.456,99.456,100.785,100.362,100.284
279,99.865,99.679,99.679,100.803,100.347,100.328
280,99.793,99.664,99.664,100.790,100.344,100.315
281,99.759,99.666,99.666,100.706,100.218,100.298
282,99.719,99.563,99.563,100.770,100.330,100.299
283,99.548,99.573,99.573,100.828,100.358,100.276
284,99.697,99.657,99.657,100.637,100.333,100.253
285,99.714,99.680,99.680,100.759,100.214,100.293
286,99.805,99.567,99.567,100.754,100.317,100.296
287,99.791,99.605,99.605,100.674,100.279,100.266
288,99.536,99.620,99.620,100.519,100.340,100.246
289,99.686,99.642,99.642,100.732,100.359,100.262
290,99.756,99.569,99.569,100.714,100.315,100.229
291,99.711,99.580,99.580,100.648,100.242,100.188
292,99.660,99.519,99.519,100.699,100.215,100.239
293,99.704,99.677,99.677,100.751,100.318,100.263
294,99.774,99.613,99.613,100.531,100.164,100.227
295,99.618,99.641,99.641,100.738,100.180,100.212
296,99.778,99.684,99.684,100.750,100.222,100.252
297,99.731,99.613,99.613,100.575,100.225,100.215
298,99.656,99.582,99.582,100.445,100.182,100.149
299,99.534,99.675,99.675,100.534,100.225,100.168
300,99.697,99.509,99.509,100.448,100.058,100.151
