 ,Mean(cell_0),Mean(Background),Mean(Reference),Mean(area1_cell0),Mean(area2_cell0),Mean(entire_cell0)
72,99.766,99.820,99.820,107.799,106.044,103.927
73,99.733,99.730,99.730,107.548,105.290,103.924
74,99.780,99.746,99.746,107.592,105.374,103.920
75,99.838,99.843,99.843,107.365,105.110,103.866
76,99.740,99.759,99.759,107.421,105.031,103.861
77,99.797,99.777,99.777,107.000,104.788,103.794
78,99.721,99.680,99.680,106.987,104.734,103.798
79,99.720,99.724,99.724,106.904,104.830,103.794
80,99.843,99.720,99.720,106.868,104.776,103.717
81,99.806,99.741,99.741,107.003,105.198,103.756
82,99.773,99.896,99.896,106.768,105.307,103.766
83,99.833,99.792,99.792,107.016,105.269,103.750
84,99.883,99.935,99.935,106.991,105.360,103.783
85,99.753,99.853,99.853,106.669,104.970,103.721
86,99.705,99.641,99.641,106.579,105.067,103.709
87,99.820,99.757,99.757,106.619,105.061,103.711
88,99.835,99.741,99.741,106.402,105.148,103.657
89,99.838,99.746,99.746,106.566,104.957,103.654
90,99.856,99.827,99.827,106.630,104.793,103.632
91,99.820,99.638,99.638,106.481,104.665,103.579
92,99.833,99.788,99.788,106.457,104.871,103.591
93,99.939,99.684,99.684,106.491,104.741,103.583
94,99.703,99.781,99.781,106.432,104.650,103.515
95,99.828,99.706,99.706,106.601,104.581,103.562
96,99.667,99.676,99.676,106.276,104.351,103.497
97,99.782,99.724,99.724,105.934,103.980,103.435
98,99.820,99.726,99.726,106.242,104.585,103.492
99,99.801,99.820,99.820,106.266,104.405,103.507
100,99.766,99.726,99.726,105.965,104.479,103.429
101,99.783,99.754,99.754,106.098,104.314,103.450
102,99.863,99.773,99.773,105.745,104.319,103.430
103,99.873,99.703,99.703,105.903,104.212,103.474
104,99.872,99.735,99.735,105.704,104.558,103.397
105,99.812,99.786,99.786,105.948,104.494,103.428
106,99.789,99.777,99.777,105.650,104.467,103.373
107,99.856,99.767,99.767,105.823,104.699,103.334
108,99.843,99.715,99.715,106.127,104.946,103.320
109,99.784,99.747,99.747,106.094,104.558,103.270
110,99.794,99.708,99.708,105.933,104.596,103.260
111,99.831,99.766,99.766,106.187,104.265,103.232
112,99.737,99.754,99.754,105.978,104.417,103.264
113,99.716,99.729,99.729,105.935,104.534,103.190
114,99.839,99.865,99.865,105.975,104.605,103.244
115,99.754,99.704,99.704,105.887,104.360,103.169
116,99.793,99.699,99.699,105.423,104.094,103.137
117,99.804,99.739,99.739,106.042,104.429,103.173
118,99.709,99.672,99.672,106.110,104.358,103.077
119,99.806,99.700,99.700,105.753,104.115,103.060
120,99.645,99.695,99.695,105.384,104.352,103.024
121,99.711,99.758,99.758,105.922,103.894,103.058
122,99.798,99.774,99.774,105.642,104.198,103.036
123,99.763,99.772,99.772,106.062,104.248,103.022
124,99.828,99.641,99.641,105.715,104.246,103.011
125,99.754,99.680,99.680,105.667,104.190,102.927
126,99.785,99.694,99.694,105.441,104.213,102.904
127,99.835,99.704,99.704,105.743,104.056,102.925
128,99.730,99.815,99.815,105.534,104.158,102.892
129,99.826,99.853,99.853,105.336,104.152,102.895
130,99.835,99.767,99.767,105.292,104.388,102.823
131,99.772,99.754,99.754,105.493,104.475,102.837
132,99.900,99.752,99.752,105.184,104.202,102.806
133,99.781,99.758,99.758,105.187,104.153,102.827
134,99.778,99.771,99.771,104.958,104.018,102.754
135,99.735,99.700,99.700,105.361,103.791,102.761
136,99.828,99.575,99.575,105.252,104.120,102.756
137,99.889,99.799,99.799,105.452,104.005,102.755
138,99.778,99.730,99.730,105.327,103.869,102.712
139,99.824,99.702,99.702,104.898,103.995,102.707
140,99.756,99.789,99.789,105.163,103.914,102.692
141,99.787,99.622,99.622,105.115,104.327,102.596
142,99.805,99.778,99.778,104.741,103.904,102.604
143,99.766,99.677,99.677,105.185,103.293,102.525
144,99.850,99.752,99.752,105.208,103.804,102.549
145,99.753,99.713,99.713,105.240,103.811,102.547
146,99.796,99.768,99.768,105.330,103.476,102.519
147,99.842,99.744,99.744,104.711,103.302,102.489
148,99.803,99.761,99.761,105.099,103.575,102.475
149,99.758,99.843,99.843,104.938,103.327,102.495
150,99.840,99.828,99.828,105.001,103.245,102.458
151,99.808,99.698,99.698,105.044,103.198,102.432
152,99.832,99.738,99.738,104.784,103.184,102.366
153,99.788,99.701,99.701,105.022,103.343,102.344
154,99.819,99.667,99.667,104.682,103.074,102.318
155,99.813,99.671,99.671,104.923,102.974,102.295
156,99.732,99.675,99.675,104.640,103.147,102.200
157,99.831,99.713,99.713,104.845,102.977,102.230
158,99.784,99.724,99.724,105.002,102.991,102.197
159,99.789,99.663,99.663,104.641,102.965,102.199
160,99.878,99.744,99.744,104.706,102.852,102.245
161,99.777,99.621,99.621,104.335,102.865,102.164
162,99.767,99.686,99.686,104.498,102.749,102.176
163,99.741,99.735,99.735,104.684,102.819,102.126
164,99.818,99.711,99.711,104.447,102.679,102.098
165,99.824,99.695,99.695,104.325,102.784,102.059
166,99.748,99.737,99.737,104.222,102.493,101.988
167,99.696,99.773,99.773,104.288,102.441,102.005
168,99.835,99.700,99.700,103.878,102.423,101.988
169,99.670,99.646,99.646,104.066,102.443,101.916
170,99.744,99.755,99.755,103.878,102.409,101.956
171,99.736,99.679,99.679,103.918,102.294,101.842
172,99.769,99.613,99.613,103.727,102.331,101.848
173,99.847,99.738,99.738,104.070,102.218,101.911
174,99.847,99.742,99.742,104.185,102.193,101.907
175,99.802,99.738,99.738,104.030,102.105,101.829
176,99.706,99.701,99.701,104.064,102.227,101.813
177,99.760,99.779,99.779,104.074,102.046,101.827
178,99.872,99.743,99.743,103.822,102.087,101.778
179,99.660,99.696,99.696,103.599,102.049,101.689
180,99.780,99.711,99.711,103.492,102.123,101.703
181,99.659,99.666,99.666,103.503,102.047,101.670
182,99.843,99.646,99.646,103.589,102.207,101.652
183,99.712,99.672,99.672,103.305,102.214,101.598
184,99.883,99.816,99.816,103.635,101.930,101.687
185,99.704,99.676,99.676,103.291,101.928,101.559
186,99.773,99.647,99.647,103.237,101.860,101.498
187,99.801,99.671,99.671,103.184,101.866,101.525
188,99.865,99.751,99.751,103.302,101.858,101.522
189,99.890,99.691,99.691,102.865,101.796,101.465
190,99.830,99.645,99.645,103.233,101.786,101.435
191,99.716,99.655,99.655,102.902,101.791,101.378
192,99.788,99.579,99.579,102.878,101.853,101.432
193,99.861,99.771,99.771,102.776,101.720,101.376
194,99.720,99.731,99.731,102.890,101.762,101.324
195,99.802,99.648,99.648,102.974,101.658,101.373
196,99.688,99.750,99.750,102.711,101.778,101.287
197,99.798,99.774,99.774,102.612,101.716,101.271
198,99.837,99.642,99.642,102.401,101.519,101.257
199,99.694,99.667,99.667,102.655,101.605,101.187
200,99.873,99.885,99.885,102.348,101.812,101.282
201,99.777,99.641,99.641,102.365,101.426,101.205
202,99.773,99.751,99.751,102.236,101.407,101.165
203,99.691,99.686,99.686,102.227,101.552,101.117
204,99.738,99.761,99.761,102.206,101.496,101.136
205,99.800,99.697,99.697,102.214,101.372,101.115
206,99.784,99.750,99.750,101.963,101.438,101.059
207,99.776,99.647,99.647,101.790,101.317,101.013
208,99.736,99.718,99.718,101.921,101.286,101.039
209,99.761,99.721,99.721,101.930,101.267,100.981
210,99.820,99.767,99.767,101.834,101.274,100.950
211,99.769,99.674,99.674,101.716,101.226,100.931
212,99.648,99.658,99.658,101.575,101.193,100.863
213,99.765,99.699,99.699,101.645,101.059,100.898
214,99.744,99.665,99.665,101.471,101.108,100.867
215,99.668,99.675,99.675,101.595,101.078,100.848
216,99.747,99.708,99.708,101.384,101.059,100.787
217,99.668,99.619,99.619,101.377,101.117,100.770
218,99.706,99.646,99.646,101.260,101.072,100.749
219,99.730,99.659,99.659,101.187,101.004,100.782
220,99.698,99.727,99.727,101.244,100.978,100.764
221,99.807,99.755,99.755,101.197,100.837,100.731
222,99.662,99.695,99.695,101.132,100.855,100.664
223,99.749,99.642,99.642,101.034,100.900,100.657
224,99.815,99.769,99.769,100.987,100.737,100.708
225,99.756,99.727,99.727,100.970,100.913,100.670
226,99.738,99.763,99.763,100.894,100.997,100.664
227,99.687,99.589,99.589,100.874,100.881,100.559
228,99.817,99.675,99.675,100.934,100.785,100.586
229,99.697,99.634,99.634,100.956,100.692,100.552
230,99.733,99.679,99.679,100.749,100.722,100.580
231,99.757,99.778,99.778,100.627,100.863,100.582
232,99.721,99.733,99.733,100.820,100.800,100.542
233,99.807,99.669,99.669,100.775,100.645,100.527
234,99.754,99.753,99.753,100.717,100.586,100.534
235,99.699,99.658,99.658,100.686,100.742,100.487
236,99.667,99.647,99.647,100.541,100.651,100.448
237,99.647,99.673,99.673,100.469,100.658,100.450
238,99.726,99.752,99.752,100.529,100.688,100.459
239,99.778,99.796,99.796,100.561,100.647,100.489
240,99.776,99.839,99.839,100.526,100.693,100.461
241,99.699,99.723,99.723,100.516,100.522,100.399
242,99.634,99.710,99.710,100.395,100.617,100.378
243,99.598,99.594,99.594,100.511,100.572,100.364
244,99.676,99.794,99.794,100.396,100.712,100.374
245,99.716,99.720,99.720,100.382,100.561,100.385
246,99.754,99.691,99.691,100.298,100.487,100.340
247,99.617,99.643,99.643,100.451,100.602,100.327
248,99.758,99.681,99.681,100.331,100.482,100.334
249,99.693,99.643,99.643,100.220,100.533,100.281
250,99.650,99.711,99.711,100.292,100.564,100.317
251,99.702,99.682,99.682,100.302,100.502,100.320
252,99.708,99.798,99.798,100.282,100.554,100.285
253,99.711,99.648,99.648,100.292,100.439,100.255
254,99.537,99.804,99.804,100.185,100.494,100.273
255,99.689,99.710,99.710,100.138,100.487,100.206
256,99.679,99.627,99.627,100.035,100.423,100.217
257,99.636,99.722,99.722,100.154,100.443,100.212
258,99.646,99.723,99.723,100.195,100.557,100.240
259,99.648,99.770,99.770,100.068,100.389,100.184
260,99.660,99.699,99.699,100.096,100.491,100.203
261,99.720,99.713,99.713,100.003,100.419,100.199
262,99.594,99.546,99.546,100.037,100.372,100.137
263,99.594,99.696,99.696,99.990,100.421,100.159
264,99.618,99.649,99.649,100.013,100.370,100.154
265,99.646,99.738,99.738,99.990,100.439,100.127
266,99.606,99.660,99.660,100.020,100.418,100.137
267,99.682,99.711,99.711,99.949,100.305,100.155
268,99.681,99.642,99.642,100.064,100.409,100.162
269,99.598,99.683,99.683,99.879,100.315,100.130
270,99.549,99.671,99.671,99.943,100.334,100.135
271,99.684,99.638,99.638,99.852,100.305,100.117
272,99.626,99.645,99.645,99.936,100.386,100.125
273,99.588,99.727,99.727,99.963,100.354,100.086
274,99.684,99.650,99.650,99.785,100.367,100.098
275,99.761,99.718,99.718,99.969,100.423,100.167
276,99.800,99.708,99.708,99.864,100.473,100.123
277,99.748,99.697,99.697,99.823,100.537,100.131
278,99.692,99.792,99.792,99.943,100.380,100.138
279,99.678,99.729,99.729,99.818,100.267,100.110
280,99.672,99.738,99.738,99.851,100.344,100.132
281,99.605,99.713,99.713,99.867,100.349,100.078
282,99.534,99.671,99.671,99.897,100.455,100.101
283,99.736,99.749,99.749,99.811,100.372,100.114
284,99.703,99.717,99.717,99.854,100.294,100.099
285,99.650,99.633,99.633,99.922,100.368,100.100
286,99.652,99.699,99.699,99.761,100.334,100.022
287,99.596,99.699,99.699,99.859,100.357,100.074
288,99.672,99.728,99.728,99.783,100.317,100.076
289,99.660,99.778,99.778,99.723,100.329,100.078
290,99.663,99.802,99.802,99.825,100.394,100.091
291,99.615,99.722,99.722,99.838,100.322,100.030
292,99.633,99.696,99.696,99.826,100.334,100.043
293,99.564,99.718,99.718,99.764,100.280,100.033
294,99.637,99.758,99.758,99.713,100.312,100.031
295,99.631,99.766,99.766,99.725,100.327,100.073
296,99.754,99.752,99.752,99.712,100.393,100.090
297,99.619,99.817,99.817,99.806,100.358,100.080
298,99.760,99.845,99.845,99.850,100.349,100.096
299,99.718,99.688,99.688,99.686,100.439,100.079
300,99.595,99.690,99.690,99.682,100.270,100.012
