PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,(FIT) Velocity,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
302,519,11,189,199,DIRECTED/ACTIVE,5.463E-2,3.405E-5,3.804,0.211,1.412,0.579,0.152,0.467,0.819,1.999,0.779,0.123,0.483,-0.051,0.044,0.949,0.997,0.642
303,520,12,178,189,DIRECTED/ACTIVE,4.985E-2,1.037,5.490,0.810,1.402,0.420,0.152,0.496,0.966,1.173,0.978,0.206,0.549,-0.082,0.020,0.895,0.898,0.640
306,528,12,175,186,DIRECTED/ACTIVE,5.413E-2,0.678,1.570,7.227,1.354,0.745,0.101,0.439,0.691,1.233,1.097,0.954,0.592,0.001,0.042,0.995,0.995,0.597
307,530,13,182,194,DIRECTED/ACTIVE,1.002E-1,0.512,1.880,3.123,1.315,0.722,0.153,0.552,1.083,1.142,1.206,0.910,0.426,-0.039,0.053,1.000,0.976,0.602
345,602,13,210,222,DIRECTED/ACTIVE,4.171E-2,1.354,3.517,3.834,1.270,0.490,0.220,0.516,1.125,1.654,1.404,-0.398,0.575,-0.133,0.065,0.985,0.986,0.612
363,624,11,227,237,DIRECTED/ACTIVE,3.128E-2,0.608,6.105,0.687,1.378,0.729,0.088,0.339,0.490,1.616,0.926,-0.246,0.400,0.045,0.030,1.000,0.922,0.774
368,630,11,243,253,DIRECTED/ACTIVE,4.012E-2,0.608,7.920,0.262,1.290,0.907,0.121,0.596,0.642,3.419,0.959,1.434,0.479,-0.021,0.036,1.000,0.958,0.522
382,641,13,237,249,DIRECTED/ACTIVE,2.006E-2,0.497,4.978,6.372,1.493,0.655,0.097,0.354,0.432,1.870,1.007,-0.100,0.569,-0.047,0.022,0.983,0.967,0.568
388,647,14,261,274,DIRECTED/ACTIVE,7.278E-2,0.575,0.823,6.466,1.450,0.757,0.106,0.415,0.785,1.254,1.023,0.161,0.478,-0.054,0.036,0.999,0.994,0.600
395,653,11,249,259,DIRECTED/ACTIVE,5.78E-2,1.825,4.855,2.676,1.245,0.733,0.316,0.636,1.587,2.047,1.451,-0.256,0.352,-0.128,0.065,1.000,0.996,0.630
399,658,11,251,261,DIRECTED/ACTIVE,5.939E-2,1.387E-5,6.764,1.887,1.470,0.272,0.027,0.208,0.397,2.022,0.755,0.524,0.398,0.193,0.029,-2.194,0.802,0.784
401,667,10,261,270,DIRECTED/ACTIVE,7.888E-3,1.546E-5,5.084,3.260,1.440,-0.227,0.147,0.452,0.378,2.792,0.899,-0.149,0.385,Infinity,0.017,-20.083,0.353,0.611
402,671,17,261,277,DIRECTED/ACTIVE,4.818E-2,0.263,1.511,3.268,1.438,0.627,0.077,0.370,0.514,3.716,1.164,0.238,0.214,-0.074,0.033,0.906,0.956,0.583
404,675,11,256,266,DIRECTED/ACTIVE,7.661E-2,4.407E-5,0.153,3.724,1.290,0.649,0.131,0.518,0.887,1.797,0.924,0.453,0.309,-0.094,0.012,0.986,0.999,0.558
406,681,19,273,291,DIRECTED/ACTIVE,9.622E-2,3.104E-6,6.766,5.343,1.818,0.674,0.034,0.231,0.530,1.602,0.860,0.146,0.170,0.046,0.031,0.955,0.965,0.571
413,690,12,267,278,DIRECTED/ACTIVE,2.691E-2,2.228,1.903,3.807,1.158,0.536,0.355,0.698,1.759,1.530,1.711,-0.094,0.603,-0.137,0.075,0.986,0.982,0.714
426,697,11,269,279,DIRECTED/ACTIVE,9.225E-2,3.005E-5,0.680,1.880,1.427,0.620,0.120,0.440,0.954,2.565,0.991,0.108,0.232,0.095,0.042,0.922,0.963,0.808
428,699,13,270,282,DIRECTED/ACTIVE,8.149E-2,0.851,5.483,1.305,1.210,0.612,0.160,0.547,1.042,1.601,1.094,0.589,0.540,-0.097,0.030,1.000,0.987,0.647
436,714,18,275,292,DIRECTED/ACTIVE,1.521E-2,0.836,7.473,0.849,1.234,0.347,0.183,0.535,0.681,1.480,1.327,0.147,0.618,-0.102,0.026,0.971,0.976,0.699
440,718,11,278,288,DIRECTED/ACTIVE,2.924E-2,1.360,4.796,0.982,1.359,0.941,0.159,0.539,0.819,3.292,1.295,0.184,0.355,-0.086,0.040,1.000,0.959,0.608
456,732,13,287,299,DIRECTED/ACTIVE,9.271E-2,1.707,4.000,0.332,1.063,0.470,0.474,0.863,2.116,1.646,1.552,0.859,0.625,-0.128,0.075,0.997,0.998,0.636
