PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,(FIT) Velocity,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
36,103,23,13,35,DIRECTED/ACTIVE,8.098E-2,1.177,6.077,3.198,1.483,0.855,0.058,0.301,0.612,1.485,1.484,0.355,0.064,-0.107,0.042,0.991,0.993,0.635
38,108,18,24,41,DIRECTED/ACTIVE,2.697E-2,0.985,3.931,3.267,1.166,0.499,0.212,0.579,0.801,1.270,1.536,0.823,0.636,-0.117,0.047,0.998,0.996,0.672
41,121,14,6,19,DIRECTED/ACTIVE,2.221E-2,0.964,2.523,3.477,1.256,0.572,0.150,0.474,0.662,1.327,1.174,0.536,0.664,-0.116,0.035,0.990,0.942,0.658
42,125,10,43,52,DIRECTED/ACTIVE,5.413E-2,2.050E-6,2.892,3.088,1.862,0.794,0.056,0.324,0.529,1.129,0.096,0.591,0.061,0.061,0.048,0.069,-0.069,0.670
43,127,12,2,13,DIRECTED/ACTIVE,2.184E-2,1.261,3.233,4.007,1.396,0.713,0.136,0.448,0.744,1.093,1.371,-0.207,0.382,-0.075,0.025,0.967,0.973,0.588
48,143,13,9,21,DIRECTED/ACTIVE,6.653E-2,0.887,5.763,4.194,1.252,0.661,0.123,0.454,0.837,1.080,1.209,0.460,0.630,-0.100,0.050,1.000,0.999,0.594
49,145,14,47,60,DIRECTED/ACTIVE,2.631E-2,0.944,2.757,4.320,1.277,0.705,0.220,0.573,0.800,1.523,1.307,0.482,0.512,-0.113,0.039,1.000,0.982,0.610
59,164,12,56,67,DIRECTED/ACTIVE,2.926E-2,0.630,2.637,1.167,1.551,0.362,0.060,0.289,0.446,1.865,0.741,-0.168,0.432,0.251,0.047,0.856,0.752,0.562
61,169,21,13,33,DIRECTED/ACTIVE,5.093E-2,0.916,2.303,3.945,1.265,0.523,0.186,0.534,0.953,2.394,1.292,0.163,0.280,-0.097,0.041,0.953,0.969,0.646
61,171,16,46,61,DIRECTED/ACTIVE,4.516E-2,0.352,2.230,4.518,1.473,0.786,0.006,0.101,0.143,1.454,1.064,1.428,0.614,-0.034,0.051,0.990,0.994,0.618
61,173,18,77,94,DIRECTED/ACTIVE,6.356E-2,0.511,2.480,4.624,1.289,0.478,0.151,0.517,0.856,1.325,1.142,1.024,0.618,-0.042,0.034,0.965,0.983,0.609
65,187,11,18,28,DIRECTED/ACTIVE,9.52E-3,0.430,3.567,2.884,1.390,0.796,0.182,0.497,0.408,1.677,1.553,-0.136,0.221,-0.020,0.018,1.000,0.973,0.599
68,190,31,4,34,DIRECTED/ACTIVE,4.619E-2,0.295,6.921,3.742,1.307,0.533,0.108,0.386,0.539,2.335,1.153,-0.209,0.503,0.043,0.036,0.841,0.946,0.633
69,196,15,10,24,DIRECTED/ACTIVE,8.358E-3,0.843,3.592,4.931,1.310,0.574,0.170,0.536,0.585,1.188,1.341,0.370,0.515,-0.097,0.021,0.950,0.962,0.639
70,200,20,5,24,DIRECTED/ACTIVE,2.942E-2,0.102,3.086,5.882,1.371,0.377,0.142,0.451,0.600,1.742,0.922,0.058,0.412,0.020,0.024,0.960,0.961,0.590
80,227,11,6,16,DIRECTED/ACTIVE,1.047E-1,0.680,0.433,7.458,1.475,0.789,0.142,0.449,1.088,1.757,0.981,0.120,0.183,0.005,0.046,1.000,0.989,0.604
82,229,12,10,21,DIRECTED/ACTIVE,5.592E-2,1.103E-7,3.400,6.963,1.314,0.464,0.169,0.473,0.885,2.183,0.767,-0.255,0.574,-0.114,0.039,0.947,0.974,0.559
86,237,15,16,30,DIRECTED/ACTIVE,5.239E-2,0.974,7.123,2.896,1.527,0.402,0.100,0.374,0.830,1.233,0.946,-0.163,0.372,0.043,0.038,0.923,0.914,0.593
88,238,14,11,24,DIRECTED/ACTIVE,1.013E-1,0.918,7.000,4.571,1.240,0.252,0.192,0.587,1.376,2.360,1.060,0.629,0.200,-0.086,0.051,0.920,0.932,0.675
91,242,12,17,28,DIRECTED/ACTIVE,1.163E-1,1.652E-7,0.923,7.833,1.375,0.830,0.141,0.493,1.095,1.709,1.065,0.260,0.326,-0.007,0.029,0.900,0.967,0.631
92,250,15,84,98,DIRECTED/ACTIVE,4.679E-2,3.976E-6,6.680,1.616,1.316,0.943,0.079,0.486,0.648,4.617,0.322,2.258,0.058,0.379,0.037,-0.783,0.173,0.565
92,252,29,113,141,DIRECTED/ACTIVE,5.258E-2,0.534,6.920,1.338,1.808,0.829,0.019,0.183,0.296,1.595,1.097,2.092,0.146,-0.051,0.036,0.970,0.970,0.625
93,254,12,14,25,DIRECTED/ACTIVE,5.321E-2,0.698,2.193,1.667,1.346,0.875,0.091,0.398,0.609,2.098,1.165,0.104,0.543,0.045,0.043,0.983,0.966,0.518
100,264,11,13,23,DIRECTED/ACTIVE,1.061E-1,3.900E-6,1.185,5.502,1.481,0.180,0.072,0.321,0.871,1.581,0.747,-0.195,0.439,0.021,0.062,-4.192,0.757,0.669
102,267,12,20,31,DIRECTED/ACTIVE,1.155E-1,1.210E-5,0.363,7.670,1.500,0.910,0.012,0.137,0.333,1.882,1.047,-0.068,0.182,0.169,0.047,0.483,0.839,0.537
103,270,14,42,55,DIRECTED/ACTIVE,3.707E-2,0.842,5.189,1.180,1.442,0.709,0.105,0.409,0.638,1.888,1.222,-0.190,0.158,-0.106,0.047,0.981,0.984,0.585
107,278,15,13,27,DIRECTED/ACTIVE,4.474E-2,0.350,6.152,4.352,1.422,0.970,0.072,0.369,0.448,1.504,1.051,0.626,0.375,0.097,0.036,0.859,0.839,0.638
108,280,11,18,28,DIRECTED/ACTIVE,2.652E-2,1.426,7.280,4.393,1.283,0.838,0.185,0.512,0.884,1.091,1.684,-0.153,0.631,-0.039,0.046,1.000,0.998,0.642
109,281,12,18,29,DIRECTED/ACTIVE,4.794E-2,1.408,6.087,5.457,1.332,0.853,0.158,0.482,0.935,1.145,1.652,-0.074,0.352,-0.087,0.040,0.999,0.990,0.610
112,286,11,23,33,DIRECTED/ACTIVE,4.08E-2,0.962,4.538,0.575,1.420,0.859,0.164,0.491,0.816,2.099,1.038,0.446,0.484,-0.095,0.034,1.000,0.933,0.578
117,294,14,35,48,DIRECTED/ACTIVE,4.49E-2,0.942,3.437,5.054,1.206,0.689,0.204,0.565,0.889,1.152,1.563,0.401,0.628,-0.091,0.039,0.990,0.987,0.693
118,299,13,23,35,DIRECTED/ACTIVE,1.964E-2,4.542E-6,1.502,7.311,1.437,-0.227,0.018,0.198,0.227,3.005,0.018,0.322,0.458,0.430,0.032,-8.336,-0.081,0.591
120,303,12,37,48,DIRECTED/ACTIVE,6.308E-2,1.774E-5,2.387,1.647,1.268,0.595,0.206,0.603,1.014,1.815,1.040,0.319,0.556,0.013,0.023,0.961,0.964,0.562
133,331,12,29,40,DIRECTED/ACTIVE,2.272E-2,1.098,6.333,0.990,1.282,0.752,0.070,0.354,0.483,1.275,1.359,1.016,0.628,0.001,0.028,0.989,0.987,0.589
138,343,13,31,43,DIRECTED/ACTIVE,3.287E-2,3.684E-6,3.052,2.735,1.404,0.385,0.072,0.346,0.457,1.082,0.978,0.205,0.571,0.013,0.033,0.917,0.905,0.644
145,364,14,54,67,DIRECTED/ACTIVE,5.032E-2,1.037,1.483,4.023,1.291,0.691,0.112,0.437,0.749,1.186,1.398,0.163,0.550,-0.064,0.033,0.998,0.989,0.659
147,369,21,80,100,DIRECTED/ACTIVE,3.113E-2,0.249,3.516,3.775,1.587,0.731,0.012,0.132,0.152,1.978,1.059,0.142,0.331,-0.121,0.023,0.521,0.853,0.618
148,371,11,35,45,DIRECTED/ACTIVE,5.621E-2,1.929E-6,6.404,4.244,1.609,-0.227,0.044,0.311,0.544,2.015,0.431,0.625,0.390,0.533,0.060,-48.363,0.285,0.554
151,375,11,38,48,DIRECTED/ACTIVE,6.415E-2,2.978E-6,6.033,5.018,1.449,0.431,0.097,0.376,0.748,1.553,0.638,-0.302,0.350,-0.077,0.023,0.443,0.995,0.487
153,377,16,37,52,DIRECTED/ACTIVE,2.959E-2,0.320,2.357,7.040,1.461,0.090,0.114,0.391,0.596,1.726,0.833,-0.203,0.366,0.029,0.036,0.860,0.881,0.638
156,383,11,39,49,DIRECTED/ACTIVE,2.176E-2,0.680,3.905,5.422,1.335,0.883,0.108,0.464,0.481,3.225,1.405,0.474,0.216,-0.032,0.027,1.000,0.995,0.570
159,391,13,43,55,DIRECTED/ACTIVE,1.908E-2,7.005E-5,2.126,2.043,1.692,0.946,0.067,0.292,0.289,1.177,1.083,0.120,0.317,0.217,0.019,0.954,0.977,0.546
163,395,12,49,60,DIRECTED/ACTIVE,8.207E-2,8.620E-6,6.920,5.633,1.494,0.941,0.075,0.346,0.657,1.377,1.316,0.005,0.234,-0.030,0.039,0.763,0.882,0.561
164,397,26,49,74,DIRECTED/ACTIVE,9.114E-2,0.526,1.642,6.032,1.390,0.679,0.092,0.389,0.702,1.511,1.193,0.305,0.493,-0.030,0.043,0.839,0.965,0.620
165,399,17,44,60,DIRECTED/ACTIVE,6.077E-2,4.583E-6,6.798,6.838,1.352,0.237,0.119,0.486,0.812,1.428,0.830,0.860,0.509,0.036,0.039,0.867,0.928,0.616
167,406,14,76,89,DIRECTED/ACTIVE,2.851E-2,0.339,7.700,0.383,1.373,0.670,0.091,0.364,0.447,1.280,1.203,-0.112,0.546,0.009,0.023,1.000,0.989,0.596
168,410,16,74,89,DIRECTED/ACTIVE,4.883E-2,0.729,4.525,0.677,1.590,0.954,0.027,0.194,0.327,1.340,0.964,0.033,0.162,0.159,0.016,0.903,0.805,0.649
173,420,14,50,63,DIRECTED/ACTIVE,5.602E-2,2.080,4.394,0.934,1.179,0.734,0.266,0.677,1.521,2.134,1.612,0.261,0.481,-0.154,0.079,1.000,0.999,0.617
173,422,23,86,108,DIRECTED/ACTIVE,1.033E-2,1.674,3.816,1.890,1.140,0.387,0.290,0.671,1.244,1.211,1.629,0.285,0.638,-0.124,0.053,0.987,0.994,0.676
176,432,13,72,84,DIRECTED/ACTIVE,4.987E-2,1.178,6.212,4.129,1.346,0.428,0.155,0.455,0.990,1.436,1.030,-0.075,0.368,-0.018,0.059,0.950,0.928,0.582
180,434,11,49,59,DIRECTED/ACTIVE,3.876E-2,2.290E-5,0.251,7.891,1.420,0.803,0.091,0.459,0.531,1.615,1.067,1.818,0.383,0.030,0.022,0.965,0.962,0.572
187,439,14,53,66,DIRECTED/ACTIVE,4.76E-2,9.743E-6,7.683,5.180,1.140,0.871,0.212,0.729,0.743,1.752,1.358,0.882,0.615,-0.109,0.035,0.816,0.946,0.614
191,454,23,67,89,DIRECTED/ACTIVE,1.064E-1,3.116E-6,6.725,3.332,1.501,0.677,0.047,0.260,0.588,1.563,1.089,0.213,0.152,-0.062,0.042,0.653,0.885,0.617
191,457,13,114,126,DIRECTED/ACTIVE,1.87E-2,1.331,7.415,3.271,1.129,0.557,0.325,0.673,1.054,1.191,1.628,-0.146,0.609,-0.110,0.057,0.999,0.999,0.631
192,465,14,106,119,DIRECTED/ACTIVE,2.921E-2,0.555,2.163,6.591,1.259,0.147,0.156,0.452,0.682,1.368,0.997,0.205,0.604,-0.089,0.028,0.910,0.932,0.709
196,475,15,58,72,DIRECTED/ACTIVE,6.962E-2,4.460E-6,3.992,3.187,1.353,0.655,0.075,0.320,0.609,1.327,1.156,-0.260,0.438,-0.098,0.045,0.976,0.951,0.634
198,486,17,134,150,DIRECTED/ACTIVE,3.353E-2,0.108,2.854,4.407,1.322,0.593,0.181,0.509,0.637,1.635,1.086,-0.109,0.373,-0.027,0.018,0.994,0.997,0.572
208,509,20,71,90,DIRECTED/ACTIVE,4.742E-2,0.654,7.004,6.322,1.463,0.361,0.082,0.349,0.625,1.146,1.067,0.393,0.506,-0.040,0.047,0.963,0.956,0.616
211,515,11,68,78,DIRECTED/ACTIVE,2.788E-2,1.360,0.847,7.055,1.159,0.783,0.288,0.729,1.090,2.658,1.209,0.582,0.471,-0.078,0.030,1.000,0.917,0.580
220,531,51,77,127,DIRECTED/ACTIVE,1.544E-1,0.250,6.769,5.637,1.848,0.978,0.001,0.041,0.096,2.727,1.114,0.540,0.019,-0.022,0.049,0.948,0.990,0.629
223,536,30,119,148,DIRECTED/ACTIVE,2.453E-2,0.734,3.105,6.377,1.305,0.458,0.137,0.450,0.690,2.568,1.158,0.196,0.417,-0.023,0.029,0.855,0.957,0.668
230,545,11,77,87,DIRECTED/ACTIVE,4.012E-2,0.680,2.167,3.436,1.376,0.828,0.112,0.440,0.627,1.220,0.975,0.155,0.308,-0.052,0.023,1.000,0.953,0.603
232,548,16,69,84,DIRECTED/ACTIVE,4.553E-2,1.055,0.975,6.182,1.299,0.500,0.181,0.506,0.995,1.278,1.235,0.393,0.522,-0.073,0.024,0.964,0.982,0.693
235,554,16,75,90,DIRECTED/ACTIVE,2.621E-2,0.868,3.285,1.250,1.251,0.285,0.194,0.519,0.802,1.329,1.230,-0.219,0.626,-0.055,0.017,0.984,0.970,0.738
236,559,13,79,91,DIRECTED/ACTIVE,5.621E-2,0.765,0.354,7.643,1.273,0.719,0.181,0.524,0.896,1.164,1.271,0.092,0.414,-0.083,0.053,0.991,0.997,0.626
239,571,26,84,109,DIRECTED/ACTIVE,4.242E-2,1.564,2.455,2.638,1.115,0.286,0.420,0.718,1.547,1.503,1.632,-0.113,0.658,-0.118,0.055,0.994,0.998,0.691
239,573,13,123,135,DIRECTED/ACTIVE,1.351E-1,0.124,2.505,4.249,1.316,0.781,0.094,0.398,0.915,1.489,1.169,1.039,0.498,-0.084,0.076,0.966,0.988,0.589
243,584,11,78,88,DIRECTED/ACTIVE,3.196E-2,0.304,1.171,7.036,1.325,0.602,0.217,0.539,0.736,1.765,1.306,-0.264,0.423,-0.062,0.041,1.000,0.966,0.590
249,602,27,97,123,DIRECTED/ACTIVE,2.305E-2,0.868,1.559,6.668,1.285,0.370,0.140,0.441,0.691,1.445,1.338,0.028,0.455,-0.045,0.021,0.973,0.979,0.700
262,624,11,84,94,DIRECTED/ACTIVE,1.065E-1,4.147E-6,1.491,5.204,1.372,0.550,0.146,0.536,1.162,1.621,0.883,1.237,0.547,-0.068,0.026,0.703,0.943,0.562
263,634,61,211,271,DIRECTED/ACTIVE,3.696E-2,0.383,3.412,5.039,1.464,0.203,0.038,0.246,0.381,2.053,1.072,0.664,0.214,0.071,0.026,0.986,0.972,0.600
267,641,11,90,100,DIRECTED/ACTIVE,1.836E-2,0.304,5.425,0.029,1.619,0.947,0.091,0.415,0.366,3.500,0.686,0.181,0.044,-0.034,0.033,1.000,0.737,0.602
271,649,26,98,123,DIRECTED/ACTIVE,6.824E-2,0.430,6.785,2.286,1.424,0.468,0.074,0.335,0.617,1.882,1.042,0.454,0.398,-0.060,0.036,0.893,0.957,0.573
281,668,14,127,140,DIRECTED/ACTIVE,1.649E-2,1.261E-6,7.437,0.289,1.325,0.707,0.158,0.494,0.447,1.396,1.010,0.122,0.555,-0.051,0.006,0.764,0.936,0.623
282,676,24,141,164,DIRECTED/ACTIVE,4.652E-2,1.283E-5,6.875,1.292,1.474,0.639,0.064,0.320,0.467,1.224,0.989,0.428,0.339,0.011,0.012,0.826,0.963,0.586
295,701,11,106,116,DIRECTED/ACTIVE,6.505E-2,6.747E-6,7.662,5.167,1.434,0.781,0.140,0.498,0.830,1.157,1.043,0.353,0.185,-0.090,0.033,0.999,0.995,0.538
296,702,11,101,111,DIRECTED/ACTIVE,3.264E-2,1.638,3.785,5.302,1.311,0.916,0.146,0.499,0.887,3.258,1.591,0.686,0.430,-0.059,0.060,1.000,0.999,0.589
299,706,11,104,114,DIRECTED/ACTIVE,7.344E-2,4.029E-6,4.811,0.956,1.522,0.667,0.092,0.376,0.751,1.571,0.408,0.011,0.192,0.187,0.046,0.894,0.555,0.470
309,736,28,131,158,DIRECTED/ACTIVE,2.699E-2,0.633,3.564,2.211,1.219,0.468,0.164,0.535,0.653,1.799,1.276,2.781,0.365,-0.062,0.023,0.954,0.986,0.653
311,740,15,108,122,DIRECTED/ACTIVE,2.021E-2,1.841,7.925,4.296,1.400,0.909,0.064,0.331,0.680,1.381,1.225,0.685,0.538,0.049,0.038,0.869,0.857,0.616
312,742,11,107,117,DIRECTED/ACTIVE,5.644E-2,5.108E-6,6.131,5.356,1.505,0.602,0.060,0.333,0.548,1.146,1.099,1.859,0.578,-0.011,0.040,0.489,0.832,0.526
315,749,29,112,140,DIRECTED/ACTIVE,3.794E-2,0.282,4.003,0.997,1.384,0.212,0.066,0.353,0.486,2.723,0.977,1.126,0.473,0.009,0.029,0.975,0.948,0.552
316,752,14,116,129,DIRECTED/ACTIVE,4.516E-2,0.942,5.149,0.843,1.430,0.482,0.036,0.236,0.431,1.610,1.006,0.514,0.286,0.210,0.016,0.928,0.932,0.669
320,762,12,111,122,DIRECTED/ACTIVE,2.979E-2,0.864,2.560,3.980,1.210,0.659,0.079,0.380,0.498,1.440,1.430,0.566,0.623,-0.087,0.032,0.997,0.984,0.610
335,803,11,119,129,DIRECTED/ACTIVE,8.523E-2,8.289E-6,1.815,7.669,1.446,0.540,0.031,0.232,0.481,1.715,0.963,0.619,0.437,0.938,0.055,0.583,0.892,0.590
341,815,14,216,229,DIRECTED/ACTIVE,3.376E-2,0.333,3.731,5.577,1.470,0.131,0.075,0.340,0.493,1.109,0.822,0.110,0.500,-0.082,0.006,0.800,0.848,0.608
343,818,19,123,141,DIRECTED/ACTIVE,5.765E-2,0.532,1.482,6.211,1.312,0.718,0.074,0.327,0.507,1.491,1.282,0.315,0.546,-0.066,0.032,0.974,0.988,0.603
347,826,12,134,145,DIRECTED/ACTIVE,6.46E-2,1.132E-5,6.823,3.973,1.263,0.728,0.134,0.470,0.804,1.433,1.109,0.882,0.596,-0.122,0.009,0.770,0.920,0.656
355,836,23,135,157,DIRECTED/ACTIVE,4.872E-2,0.447,4.104,0.967,1.386,0.325,0.118,0.400,0.705,1.593,1.078,0.179,0.355,0.012,0.051,0.980,0.975,0.606
356,839,20,125,144,DIRECTED/ACTIVE,9.26E-2,5.982E-6,3.718,2.244,1.261,0.529,0.123,0.480,0.983,1.782,0.879,0.722,0.443,0.190,0.048,0.655,0.925,0.601
365,850,32,123,154,DIRECTED/ACTIVE,1.547E-1,3.332E-6,7.159,4.964,1.446,0.751,0.068,0.332,0.698,2.746,1.273,0.743,0.296,-0.073,0.055,0.886,0.980,0.642
369,870,12,137,148,DIRECTED/ACTIVE,4.304E-2,0.301,7.100,4.517,1.424,0.856,0.078,0.342,0.483,1.539,1.366,-0.096,0.336,-0.009,0.028,0.972,0.956,0.633
371,877,11,135,145,DIRECTED/ACTIVE,9.407E-2,3.001E-5,1.593,5.327,1.357,0.731,0.119,0.477,0.925,1.081,1.107,0.500,0.449,0.029,0.036,0.998,0.983,0.568
373,883,13,142,154,DIRECTED/ACTIVE,1.351E-1,4.516E-6,3.289,5.735,1.488,0.693,0.061,0.302,0.858,1.205,1.024,0.114,0.568,0.290,0.071,0.695,0.853,0.608
384,908,12,139,150,DIRECTED/ACTIVE,2.286E-2,1.970E-6,1.927,7.117,1.232,-0.227,0.230,0.637,0.775,2.647,0.496,0.104,0.573,0.105,0.023,0.011,0.570,0.606
392,924,14,151,164,DIRECTED/ACTIVE,1.563E-2,1.159,2.723,7.534,1.252,0.551,0.261,0.597,0.889,2.218,1.510,-0.090,0.474,-0.110,0.045,0.984,0.987,0.591
396,934,21,163,183,DIRECTED/ACTIVE,3.835E-2,0.637,6.611,4.630,1.322,0.437,0.100,0.374,0.548,1.523,1.345,0.002,0.453,-0.095,0.026,0.965,0.983,0.609
399,937,15,148,162,DIRECTED/ACTIVE,2.226E-2,2.219,4.336,1.867,1.217,0.534,0.155,0.470,1.215,1.166,1.550,-0.136,0.597,-0.121,0.087,0.977,0.985,0.595
400,938,12,153,164,DIRECTED/ACTIVE,2.709E-2,2.350,7.287,6.623,1.188,0.617,0.255,0.640,1.580,1.701,1.609,0.070,0.474,-0.115,0.052,0.980,0.984,0.638
403,947,14,155,168,DIRECTED/ACTIVE,3.763E-2,1.244E-5,3.443,2.477,1.460,0.390,0.114,0.383,0.638,1.120,0.829,-0.137,0.458,-0.061,0.016,0.736,0.926,0.577
405,949,11,155,165,DIRECTED/ACTIVE,1.04E-1,0.745,4.269,7.876,1.168,0.629,0.144,0.556,1.099,1.939,1.356,0.495,0.627,-0.065,0.043,1.000,0.967,0.602
412,960,19,175,193,DIRECTED/ACTIVE,4.591E-3,0.579,5.979,2.600,1.196,0.363,0.235,0.623,0.493,1.488,1.315,0.014,0.618,-0.114,0.008,0.924,0.974,0.608
412,962,11,208,218,DIRECTED/ACTIVE,2.448E-2,0.805,6.091,3.280,1.422,0.793,0.211,0.494,0.732,1.466,1.140,-0.515,0.250,-0.065,0.028,1.000,0.966,0.597
414,964,12,162,173,DIRECTED/ACTIVE,5.14E-2,0.614,1.880,7.297,1.372,0.793,0.072,0.358,0.553,1.181,1.190,0.244,0.537,-0.045,1.041E-10,1.000,0.998,0.573
414,967,13,240,252,DIRECTED/ACTIVE,8.001E-2,0.985,1.074,7.532,1.329,0.692,0.189,0.517,1.139,1.691,1.292,0.112,0.328,-0.113,0.059,1.000,0.998,0.613
424,988,17,210,226,DIRECTED/ACTIVE,8.084E-2,0.950,2.496,4.367,1.434,0.532,0.120,0.428,0.962,1.131,1.174,0.312,0.438,-0.065,0.046,0.985,0.972,0.669
433,1004,10,186,195,DIRECTED/ACTIVE,7.329E-2,0.227,5.988,5.780,1.135,0.432,0.335,0.733,1.368,1.686,1.371,-0.144,0.378,-0.040,0.053,1.000,0.949,0.560
441,1016,18,173,190,DIRECTED/ACTIVE,6.299E-2,1.064,6.542,4.616,1.235,0.461,0.110,0.497,0.894,3.030,1.213,2.429,0.451,-0.064,0.016,0.983,0.965,0.586
453,1037,13,188,200,DIRECTED/ACTIVE,4.375E-2,1.432,6.055,5.308,1.277,0.820,0.151,0.513,0.908,1.104,1.500,0.460,0.268,-0.119,0.062,1.000,0.999,0.621
454,1041,18,191,208,DIRECTED/ACTIVE,1.477E-1,0.644,6.673,6.900,1.354,0.725,0.089,0.380,1.000,1.795,1.026,0.333,0.581,-0.039,0.066,0.955,0.977,0.647
458,1053,13,180,192,DIRECTED/ACTIVE,1.153E-1,1.278,6.535,5.794,1.090,0.385,0.340,0.814,1.917,1.721,1.273,1.220,0.592,-0.096,0.042,0.996,0.989,0.654
459,1054,11,184,194,DIRECTED/ACTIVE,9.769E-2,1.733E-6,6.185,4.298,1.247,0.420,0.095,0.482,0.915,1.650,0.777,2.334,0.381,-0.011,0.035,0.382,0.940,0.610
465,1063,11,185,195,DIRECTED/ACTIVE,6.868E-2,0.860,4.284,1.575,1.352,0.789,0.175,0.539,1.020,1.121,1.357,0.471,0.367,-0.076,0.041,1.000,0.985,0.704
470,1075,15,206,220,DIRECTED/ACTIVE,2.366E-2,0.716,3.371,2.677,1.153,0.598,0.242,0.704,0.735,1.767,1.486,2.309,0.642,-0.131,0.017,0.999,0.986,0.641
472,1080,16,201,216,DIRECTED/ACTIVE,3.419E-2,0.718,1.225,7.375,1.418,0.542,0.105,0.411,0.631,1.420,1.141,1.164,0.470,-0.064,0.033,0.963,0.962,0.650
473,1081,13,190,202,DIRECTED/ACTIVE,4.363E-2,1.903,6.862,1.646,1.246,0.583,0.199,0.578,1.322,2.751,1.345,0.346,0.258,0.050,0.053,0.973,0.972,0.612
474,1083,18,194,211,DIRECTED/ACTIVE,5.362E-2,0.872,7.587,0.313,1.399,0.813,0.113,0.415,0.744,1.246,1.179,0.318,0.548,-0.082,0.041,0.974,0.971,0.612
489,1118,18,274,291,DIRECTED/ACTIVE,1.015E-2,0.435,7.567,0.440,1.261,0.465,0.173,0.491,0.412,2.108,1.369,-0.196,0.509,-0.089,0.012,0.998,0.990,0.628
497,1127,34,202,235,DIRECTED/ACTIVE,4.152E-2,0.584,6.538,4.744,1.383,0.516,0.080,0.373,0.515,3.353,1.261,0.410,0.189,-0.065,0.029,0.985,0.992,0.619
505,1150,14,227,240,DIRECTED/ACTIVE,9.716E-2,2.674E-5,1.080,5.249,1.351,0.508,0.094,0.418,0.863,1.235,0.890,1.591,0.489,-0.077,0.023,0.973,0.989,0.551
519,1174,14,225,238,DIRECTED/ACTIVE,9.528E-2,0.857,6.369,4.929,1.274,0.501,0.133,0.489,1.059,1.790,1.182,1.816,0.523,0.080,0.034,0.983,0.970,0.698
521,1179,13,221,233,DIRECTED/ACTIVE,5.61E-2,1.178,2.849,4.732,1.251,0.402,0.210,0.585,1.191,1.206,1.220,0.242,0.569,-0.097,0.046,0.955,0.960,0.733
530,1200,14,233,246,DIRECTED/ACTIVE,1.39E-1,1.108E-5,6.223,2.491,1.304,0.724,0.143,0.485,1.213,1.275,1.105,0.126,0.616,-0.108,0.043,0.820,0.937,0.677
537,1219,13,243,255,DIRECTED/ACTIVE,2.248E-2,6.107E-7,6.437,4.606,1.311,0.317,0.119,0.419,0.487,1.851,0.834,-0.375,0.551,-0.010,0.015,0.919,0.977,0.548
